canonical_path,relative_to_project,bytes,extension,included_in_handoff,reason
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\smoke\met_8DE49E2E-DE23-7C47-8B3F-D1A2BC1D9775_smoke_event_features.csv,data\processed\new_independent_real_miniaod_validation\smoke\met_8DE49E2E-DE23-7C47-8B3F-D1A2BC1D9775_smoke_event_features.csv,519599,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\new_independent_real_miniaod_validation\smoke\singlemuon_9A370350-9928-064F-A0ED-165CD784CC5B_smoke_event_features.csv,data\processed\new_independent_real_miniaod_validation\smoke\singlemuon_9A370350-9928-064F-A0ED-165CD784CC5B_smoke_event_features.csv,548405,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_hand_top001.csv,data\processed\nframe_parameter_fit\contrasts_hand_top001.csv,710073,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_hand_top01.csv,data\processed\nframe_parameter_fit\contrasts_hand_top01.csv,7121967,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_hand_top05.csv,data\processed\nframe_parameter_fit\contrasts_hand_top05.csv,35808128,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_unsup_top001.csv,data\processed\nframe_parameter_fit\contrasts_unsup_top001.csv,714271,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_unsup_top01.csv,data\processed\nframe_parameter_fit\contrasts_unsup_top01.csv,7150860,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\contrasts_unsup_top05.csv,data\processed\nframe_parameter_fit\contrasts_unsup_top05.csv,35993521,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_parameter_fit\real_data_with_fitted_nframe_boundary_score.csv,data\processed\nframe_parameter_fit\real_data_with_fitted_nframe_boundary_score.csv,1027186772,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\nframe_validation_real_independent\validation_events_with_fitted_boundary_score.csv,data\processed\nframe_validation_real_independent\validation_events_with_fitted_boundary_score.csv,320194959,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\sm_background_pilot_features\qcd_ht700to1000_nanoaodsim_pilot_branch_availability.csv,data\processed\sm_background_pilot_features\qcd_ht700to1000_nanoaodsim_pilot_branch_availability.csv,2926,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\sm_background_pilot_features\qcd_ht700to1000_nanoaodsim_pilot_events_with_BNF.csv,data\processed\sm_background_pilot_features\qcd_ht700to1000_nanoaodsim_pilot_events_with_BNF.csv,25417433,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\sm_background_pilot_features\sm_background_events_with_BNF.csv,data\processed\sm_background_pilot_features\sm_background_events_with_BNF.csv,50079953,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\sm_background_pilot_features\ttjets_nanoaodsim_pilot_branch_availability.csv,data\processed\sm_background_pilot_features\ttjets_nanoaodsim_pilot_branch_availability.csv,2620,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\sm_background_pilot_features\ttjets_nanoaodsim_pilot_events_with_BNF.csv,data\processed\sm_background_pilot_features\ttjets_nanoaodsim_pilot_events_with_BNF.csv,24663036,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\susy_relevance_benchmark_features\sms_t5wg_mg1500_mlsp1_signal_events_with_BNF.csv,data\processed\susy_relevance_benchmark_features\sms_t5wg_mg1500_mlsp1_signal_events_with_BNF.csv,1869376,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\susy_relevance_benchmark_features\susy_htoaa4b_m12_signal_events_with_BNF.csv,data\processed\susy_relevance_benchmark_features\susy_htoaa4b_m12_signal_events_with_BNF.csv,831938,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\susy_relevance_benchmark_features\susy_sm_benchmark_events_with_BNF.csv,data\processed\susy_relevance_benchmark_features\susy_sm_benchmark_events_with_BNF.csv,2700807,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\benchmark_trace_direction_definitions.json,data\processed\trace_direction\benchmark_trace_direction_definitions.json,1198,.json,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\combined_real_with_expanded_trace_direction.csv,data\processed\trace_direction\combined_real_with_expanded_trace_direction.csv,1420608255,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\combined_real_with_full_component_signal_qcd_trace_direction.csv,data\processed\trace_direction\combined_real_with_full_component_signal_qcd_trace_direction.csv,1420539145,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\combined_real_with_trace_direction.csv,data\processed\trace_direction\combined_real_with_trace_direction.csv,1407053735,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\combined_real_with_trace_distances.csv,data\processed\trace_direction\combined_real_with_trace_distances.csv,1466444604,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016g_real_with_expanded_trace_direction.csv,data\processed\trace_direction\run2016g_real_with_expanded_trace_direction.csv,1218429365,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016g_real_with_full_component_signal_qcd_trace_direction.csv,data\processed\trace_direction\run2016g_real_with_full_component_signal_qcd_trace_direction.csv,1218381305,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016g_real_with_trace_direction.csv,data\processed\trace_direction\run2016g_real_with_trace_direction.csv,1207647397,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016g_real_with_trace_distances.csv,data\processed\trace_direction\run2016g_real_with_trace_distances.csv,1254826638,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016h_real_with_expanded_trace_direction.csv,data\processed\trace_direction\run2016h_real_with_expanded_trace_direction.csv,180013559,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016h_real_with_full_component_signal_qcd_trace_direction.csv,data\processed\trace_direction\run2016h_real_with_full_component_signal_qcd_trace_direction.csv,179992519,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016h_real_with_trace_direction.csv,data\processed\trace_direction\run2016h_real_with_trace_direction.csv,177240982,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\run2016h_real_with_trace_distances.csv,data\processed\trace_direction\run2016h_real_with_trace_distances.csv,189452710,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\data\processed\trace_direction\top_trace_candidates_with_diagnostic_flags.csv,data\processed\trace_direction\top_trace_candidates_with_diagnostic_flags.csv,196972,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\sumweight_chunks_latest.csv,outputs_remote_opq_sm_background_build\sumweight_chunks_latest.csv,128752,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign.log,outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign.log,125180,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign_stderr.log,outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign_stderr.log,0,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign_stdout.log,outputs_remote_opq_sm_background_build\logs\exact_sumweight_campaign_stdout.log,62589,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63102_qcd.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63102_qcd.log,9557,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63102_qcd_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63102_qcd_event_features.csv,2874382,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63118_qcd.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63118_qcd.log,9572,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63118_qcd_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63118_qcd_event_features.csv,2842568,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63126_qcd.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63126_qcd.log,9586,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63126_qcd_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_63126_qcd_event_features.csv,2871929,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67710_tttop.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67710_tttop.log,7773,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67710_tttop_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67710_tttop_event_features.csv,685189,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67722_tttop.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67722_tttop.log,7973,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67722_tttop_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67722_tttop_event_features.csv,956709,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67726_tttop.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67726_tttop.log,7469,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67726_tttop_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_67726_tttop_event_features.csv,149450,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68072_ttassoc.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68072_ttassoc.log,7865,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68072_ttassoc_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68072_ttassoc_event_features.csv,1001700,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68082_ttassoc.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68082_ttassoc.log,7602,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68082_ttassoc_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68082_ttassoc_event_features.csv,407312,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68196_ttassoc.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68196_ttassoc.log,7755,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68196_ttassoc_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68196_ttassoc_event_features.csv,1007662,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68205_ttassoc.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68205_ttassoc.log,7759,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68205_ttassoc_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_68205_ttassoc_event_features.csv,999797,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69548_wjets.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69548_wjets.log,9427,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69548_wjets_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69548_wjets_event_features.csv,2913958,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69746_wjets.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69746_wjets.log,7790,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69746_wjets_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_69746_wjets_event_features.csv,913522,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_72753_diboson.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_72753_diboson.log,10105,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_72753_diboson_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_72753_diboson_event_features.csv,2805706,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74893_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74893_znunu.log,7855,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74893_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74893_znunu_event_features.csv,909135,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74895_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74895_znunu.log,7521,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74895_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74895_znunu_event_features.csv,234738,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74897_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74897_znunu.log,7875,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74897_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74897_znunu_event_features.csv,940095,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74899_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74899_znunu.log,7862,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74899_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74899_znunu_event_features.csv,946426,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74901_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74901_znunu.log,7882,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74901_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74901_znunu_event_features.csv,948269,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74903_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74903_znunu.log,7873,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74903_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74903_znunu_event_features.csv,944980,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74905_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74905_znunu.log,7883,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74905_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74905_znunu_event_features.csv,830789,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74907_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74907_znunu.log,7465,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74907_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74907_znunu_event_features.csv,108312,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74909_znunu.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74909_znunu.log,7463,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74909_znunu_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_74909_znunu_event_features.csv,13577,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_75592_diboson.log,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_75592_diboson.log,10061,.log,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_75592_diboson_event_features.csv,outputs_remote_opq_sm_background_build\remote_xrootd\remote_opq_sm_75592_diboson_event_features.csv,2759883,.csv,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\01_REMOTE_OPQ_SM_BACKGROUND_BUILD_PLAN.md,outputs_remote_opq_sm_background_build\reports\01_REMOTE_OPQ_SM_BACKGROUND_BUILD_PLAN.md,18416,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\02_REMOTE_OPQ_SM_GENERATOR_WEIGHT_AUDIT.md,outputs_remote_opq_sm_background_build\reports\02_REMOTE_OPQ_SM_GENERATOR_WEIGHT_AUDIT.md,14467,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\03_REMOTE_OPQ_SM_SHAPE_LAYER.md,outputs_remote_opq_sm_background_build\reports\03_REMOTE_OPQ_SM_SHAPE_LAYER.md,8139,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
D:\Gamer File\My Work\The PhD\Extra\Nframe\nframe_cms_stage2_event_boundary\outputs_remote_opq_sm_background_build\reports\04_REMOTE_OPQ_SM_NORMALISATION_TIER_AUDIT.md,outputs_remote_opq_sm_background_build\reports\04_REMOTE_OPQ_SM_NORMALISATION_TIER_AUDIT.md,12688,.md,False,raw/intermediate data retained locally; use manifests or documented remote access
