event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags,MET_fraction,N_objects,Visible_HT,Nb_missing,S_event_proxy,high_MET,high_multiplicity,R_reconstruction,B_event_jetonly,B_event_jetonly_z,B_event,B_event_z,B_event_status,N_PF_muon_proxy,N_PF_electron_proxy,N_PF_photon_proxy,N_PF_charged_hadron_proxy,N_PF_neutral_hadron_proxy,N_isolated_charged_hadron,packed_pt_word_sum,N_primary_vertices,N_good_primary_vertices,leading_pv_ndof,pv_abs_z_max,S_reco_proxy,B_event_reco,B_event_reco_z,enhanced_reco_proxy_available
10,0438B51F-9A50-8642-9963-CDB942DD12D9.root,10,uproot_edm_partial_jets,0,1,,,5,5,3,512.3386344909668,224.75450134277344,106.18338775634766,1.427159309387207,67.66264247894287,,,,,,,0,1410,1.0,1,1,1,,5.0,512.3386344909668,1,1.791759469228055,0,0,1.677657638635577,4.3209684273828595,1.2370414568506656,3.5586132297140916,1.3855962109986424,partial_jet_level_real_miniaod,0,0,152,454,90,4,20503825,15,14,160.48707580566406,11.883597373962402,3.6402142821326553,-0.24627699631632516,-0.05490141866090719,1
11,0438B51F-9A50-8642-9963-CDB942DD12D9.root,11,uproot_edm_partial_jets,0,1,,,2,2,2,182.5403060913086,129.68035888671875,52.859947204589844,-1.6704312562942505,35.1771354675293,,,,,,,0,1652,1.0,1,1,1,,2.0,182.5403060913086,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6197083185806105,-0.17741506195261728,-0.6459270462271782,-0.25150079822128557,partial_jet_level_real_miniaod,1,0,169,646,90,1,24220305,28,25,73.74591064453125,6.542452335357666,3.8181517898180752,-0.5228865702077982,-0.11656474186598992,1
12,0438B51F-9A50-8642-9963-CDB942DD12D9.root,12,uproot_edm_partial_jets,0,1,,,2,2,2,233.05620574951172,157.05133056640625,76.00487518310547,-1.6663029193878174,44.368783950805664,,,,,,,0,1660,1.0,1,1,1,,2.0,233.05620574951172,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5946641319933237,-0.1702452115863785,-0.6208828596398914,-0.24174949123654885,partial_jet_level_real_miniaod,0,0,163,666,84,0,24282231,22,18,103.00149536132812,7.252684116363525,3.6270040503958487,-3.520855650230061,-0.7848884507654817,1
13,0438B51F-9A50-8642-9963-CDB942DD12D9.root,13,uproot_edm_partial_jets,0,1,,,4,4,3,385.8729667663574,148.52392578125,100.96434020996094,0.44143930077552795,53.82282733917236,,,,,,,0,1488,1.0,1,1,1,,4.0,385.8729667663574,1,1.6094379124341003,0,0,1.0151716709219938,3.055622902979181,0.8747882033882554,2.293267705310413,0.892916099100478,partial_jet_level_real_miniaod,2,0,140,529,94,4,21713054,20,14,121.74376678466797,6.086679458618164,3.6344232683178777,-0.6927600489973612,-0.1544338693846289,1
14,0438B51F-9A50-8642-9963-CDB942DD12D9.root,14,uproot_edm_partial_jets,0,1,,,4,4,4,465.5025520324707,256.9427795410156,99.39105987548828,0.5698608160018921,63.4145565032959,,,,,,,0,1949,1.0,1,1,1,,4.0,465.5025520324707,1,1.6094379124341003,0,0,1.0151716709219938,3.831237204827919,1.0968372792002505,2.3327455371369505,0.9082873492662867,partial_jet_level_real_miniaod,3,0,172,925,92,4,28763054,28,27,171.6863555908203,8.51130199432373,4.016202824337809,6.75473612518999,1.5058028216191037,1
15,0438B51F-9A50-8642-9963-CDB942DD12D9.root,15,uproot_edm_partial_jets,0,1,,,2,2,2,331.2696533203125,215.1643829345703,116.10527038574219,-1.6058027744293213,43.65564250946045,,,,,,,0,1441,1.0,1,1,1,,2.0,331.2696533203125,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5459730085453338,-0.1563055266990536,-0.5721917361919016,-0.22279091613896165,partial_jet_level_real_miniaod,5,0,109,542,74,1,20708189,14,12,103.8736572265625,7.932098865509033,3.4147715016892732,-6.245161265648986,-1.3922055992995712,1
16,0438B51F-9A50-8642-9963-CDB942DD12D9.root,16,uproot_edm_partial_jets,0,1,,,1,1,1,174.48928833007812,174.48928833007812,14.299603462219238,1.2907025814056396,9.779938697814941,,,,,,,0,1495,1.0,1,1,1,,1.0,174.48928833007812,1,0.6931471805599453,0,0,-0.9722862322187562,-3.223588777551556,-0.9228748195425078,-2.5136710351759235,-0.9787332416331795,partial_jet_level_real_miniaod,4,1,104,581,84,0,21621267,17,17,90.93779754638672,7.646007061004639,3.5248888540047054,-6.396031177622769,-1.4258383474835217,1
17,0438B51F-9A50-8642-9963-CDB942DD12D9.root,17,uproot_edm_partial_jets,0,1,,,2,2,2,217.4619598388672,152.78001403808594,64.68194580078125,-1.6682475805282593,40.96195888519287,,,,,,,0,1566,1.0,1,1,1,,2.0,217.4619598388672,1,1.0986122886681098,0,0,-0.30980026450517295,-0.602395266288005,-0.17245854264670132,-0.6286139939345727,-0.24475971732574167,partial_jet_level_real_miniaod,0,0,137,593,80,1,22910215,26,19,137.67079162597656,8.947267532348633,3.654805473780185,-3.0044681567701246,-0.669772518730621,1
18,0438B51F-9A50-8642-9963-CDB942DD12D9.root,18,uproot_edm_partial_jets,0,1,,,2,2,2,242.3685302734375,156.85479736328125,85.51373291015625,-1.696524739265442,46.68250751495361,,,,,,,0,1561,1.0,1,1,1,,2.0,242.3685302734375,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5900473757934628,-0.16892348963645457,-0.6162661034400305,-0.23995189214816864,partial_jet_level_real_miniaod,1,0,166,561,103,2,22808023,24,18,138.780517578125,7.20405387878418,3.653511310276145,-2.6854124141228306,-0.5986468628015286,1
19,0438B51F-9A50-8642-9963-CDB942DD12D9.root,19,uproot_edm_partial_jets,0,1,,,2,2,1,222.3432731628418,187.74339294433594,34.59988021850586,-1.7348202466964722,62.93585157394409,,,,,,,0,1737,1.0,1,1,1,,2.0,222.3432731628418,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3361117354292198,-0.38251277126588984,-0.6261939930535871,-0.24381745587869577,partial_jet_level_real_miniaod,2,0,180,729,74,1,25512332,27,26,87.11528778076172,6.727607727050781,3.8579891169356606,-0.46808463808840806,-0.10434799461100587,1
20,0438B51F-9A50-8642-9963-CDB942DD12D9.root,20,uproot_edm_partial_jets,0,1,,,8,8,4,931.0103454589844,294.9486999511719,170.36367797851562,1.2853869199752808,98.15194368362427,,,,,,,0,1139,1.0,1,1,1,,8.0,931.0103454589844,1,2.1972245773362196,0,1,4.665115541776327,8.453393584551751,2.4201052358764223,6.9549019168607815,2.7079890737785313,partial_jet_level_real_miniaod,1,0,109,389,65,6,16290929,15,12,130.78538513183594,7.19652795791626,3.6477970090127063,2.313025277656117,0.5156322800800631,1
21,0438B51F-9A50-8642-9963-CDB942DD12D9.root,21,uproot_edm_partial_jets,0,1,,,3,3,3,490.19711685180664,268.3352355957031,164.38372802734375,-1.9036922454833984,59.43177127838135,,,,,,,0,1765,1.0,1,1,1,,3.0,490.19711685180664,1,1.3862943611198906,0,0,0.35268570320841036,1.783752846185708,0.5106670545249917,1.0213976485169398,0.3976955685689114,partial_jet_level_real_miniaod,0,0,165,747,96,3,25735627,29,23,108.98480987548828,6.768717288970947,3.863882630100211,2.4100087200071973,0.537252360929407,1
22,0438B51F-9A50-8642-9963-CDB942DD12D9.root,22,uproot_edm_partial_jets,0,1,,,2,2,1,161.64677047729492,120.55375671386719,41.093013763427734,-1.6777230501174927,29.58440923690796,,,,,,,0,1499,1.0,1,1,1,,2.0,161.64677047729492,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3662031432579973,-0.39112758056264385,-0.6562854008823646,-0.2555339695821304,partial_jet_level_real_miniaod,0,1,124,565,94,2,21855779,23,22,129.87100219726562,8.967635154724121,3.737431494696102,-2.415704767789642,-0.5385221551395635,1
23,0438B51F-9A50-8642-9963-CDB942DD12D9.root,23,uproot_edm_partial_jets,0,1,,,6,6,4,580.248420715332,219.5905303955078,181.9915008544922,1.9903640747070312,66.68032002449036,,,,,,,0,1581,1.0,1,1,1,,6.0,580.248420715332,1,1.9459101490553132,0,1,3.3401436063491605,6.209958749199336,1.7778367389610694,4.711467081508367,1.8344761048694567,partial_jet_level_real_miniaod,0,0,153,619,98,9,23112723,20,18,124.2176742553711,9.1396484375,3.908215767085192,6.904346429510011,1.5391547711568874,1
24,0438B51F-9A50-8642-9963-CDB942DD12D9.root,24,uproot_edm_partial_jets,0,1,,,2,2,2,205.0653533935547,139.25526428222656,65.81008911132812,-1.6557284593582153,38.01785659790039,,,,,,,0,1586,1.0,1,1,1,,2.0,205.0653533935547,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6085411119913617,-0.17421802458928629,-0.6347598396379295,-0.24715268896111028,partial_jet_level_real_miniaod,0,0,143,605,88,2,23277776,27,23,81.72612762451172,6.837325096130371,3.781002742989742,-0.8574689302264777,-0.19115167649120243,1
25,0438B51F-9A50-8642-9963-CDB942DD12D9.root,25,uproot_edm_partial_jets,0,1,,,2,2,1,271.73561096191406,232.2377471923828,39.49786376953125,-2.0565037727355957,38.40925979614258,,,,,,,0,1722,1.0,1,1,1,,2.0,271.73561096191406,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3116245753035585,-0.3755023908974476,-0.6017068329279258,-0.23428303499672784,partial_jet_level_real_miniaod,2,0,142,727,93,1,25437253,23,22,103.61962127685547,7.706949710845947,3.76630335107874,-1.8417592329601198,-0.4105750688605014,1
26,0438B51F-9A50-8642-9963-CDB942DD12D9.root,26,uproot_edm_partial_jets,0,1,,,2,2,2,487.750244140625,320.2268981933594,167.52334594726562,2.182074785232544,62.74449920654297,,,,,,,0,1610,1.0,1,1,1,,2.0,487.750244140625,1,1.0986122886681098,0,0,-0.30980026450517295,-0.46839487690146053,-0.13409583769037559,-0.4946136045480282,-0.1925847773080944,partial_jet_level_real_miniaod,1,0,126,679,78,3,23433402,22,20,72.73002624511719,6.674346923828125,3.7400477406883357,-0.9283820781877266,-0.20696002433942248,1
27,0438B51F-9A50-8642-9963-CDB942DD12D9.root,27,uproot_edm_partial_jets,0,1,,,2,2,2,178.02355575561523,127.13772583007812,50.88582992553711,-1.6886305809020996,35.4676399230957,,,,,,,0,1244,1.0,1,1,1,,2.0,178.02355575561523,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6219475806533572,-0.1780561358376257,-0.6481663082999249,-0.25237268646626915,partial_jet_level_real_miniaod,0,0,104,381,86,0,17851771,19,14,54.02969741821289,4.653319358825684,3.382354293860675,-7.425058001285894,-1.6552346504442235,1
28,0438B51F-9A50-8642-9963-CDB942DD12D9.root,28,uproot_edm_partial_jets,0,1,,,2,2,2,250.18608856201172,160.8760528564453,89.3100357055664,-1.672143816947937,48.686506271362305,,,,,,,0,1401,1.0,1,1,1,,2.0,250.18608856201172,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5861716774537173,-0.1678139236673701,-0.6123904051002851,-0.2384428343810349,partial_jet_level_real_miniaod,1,1,140,478,79,1,20223791,22,20,74.70695495605469,8.396535873413086,3.6378492830011573,-3.5416272685796937,-0.789518973844515,1
29,0438B51F-9A50-8642-9963-CDB942DD12D9.root,29,uproot_edm_partial_jets,0,1,,,3,3,1,236.99559783935547,167.42393493652344,39.23247146606445,0.18117637932300568,19.49881410598755,,,,,,,0,1716,1.0,1,1,1,,3.0,236.99559783935547,1,1.3862943611198906,0,0,0.35268570320841036,0.18595059498902078,0.05323542599148134,0.8958683373646533,0.34881896224104364,partial_jet_level_real_miniaod,1,0,193,721,67,3,25031031,27,23,36.412315368652344,12.113218307495117,3.85354607566917,0.5571375216230219,0.12420015179589497,1
30,0438B51F-9A50-8642-9963-CDB942DD12D9.root,30,uproot_edm_partial_jets,0,1,,,3,3,3,481.30943298339844,171.30764770507812,156.60809326171875,-0.07289160043001175,47.54160404205322,,,,,,,0,1352,1.0,1,1,1,,3.0,481.30943298339844,1,1.3862943611198906,0,0,0.35268570320841036,1.779346613402856,0.509405602905401,1.0169914157340878,0.3959799397397598,partial_jet_level_real_miniaod,2,0,87,436,112,1,19498204,14,13,120.21342468261719,6.398471832275391,3.4506222649896783,-4.719426617705835,-1.0520804640856167,1
31,0438B51F-9A50-8642-9963-CDB942DD12D9.root,31,uproot_edm_partial_jets,0,1,,,2,2,2,311.2455711364746,248.12205505371094,63.12351608276367,0.8093418478965759,24.73263645172119,,,,,,,0,1863,1.0,1,1,1,,2.0,311.2455711364746,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5559003156673354,-0.15914759571001438,-0.5821190433139032,-0.22665625306819304,partial_jet_level_real_miniaod,2,0,175,851,92,0,27352727,29,26,90.8664321899414,6.896393775939941,3.863462814812769,0.30975614872187235,0.06905253945003426,1
32,0438B51F-9A50-8642-9963-CDB942DD12D9.root,32,uproot_edm_partial_jets,0,1,,,2,2,1,229.11604690551758,198.9246063232422,30.19144058227539,0.9141995906829834,25.8969783782959,,,,,,,0,1257,1.0,1,1,1,,2.0,229.11604690551758,1,1.0986122886681098,0,0,-0.30980026450517295,-1.332754008248813,-0.3815514942297895,-0.6228362658731805,-0.2425100774819959,partial_jet_level_real_miniaod,2,1,76,393,99,2,18095349,15,13,97.36170959472656,5.810301303863525,3.420019135902743,-6.9967418936973775,-1.559752074752407,1
33,0438B51F-9A50-8642-9963-CDB942DD12D9.root,33,uproot_edm_partial_jets,0,1,,,3,3,1,137.10220527648926,60.36648941040039,44.95153045654297,1.9971027374267578,29.212462425231934,,,,,,,0,2143,1.0,1,1,1,,3.0,137.10220527648926,1,1.3862943611198906,0,0,0.35268570320841036,0.13642660790557481,0.03905730223049249,0.8463443502812074,0.32953609994980176,partial_jet_level_real_miniaod,0,0,216,1056,91,0,31637256,28,26,156.31935119628906,5.034732341766357,3.940221659786825,1.7085785877797386,0.3808857090423118,1
34,0438B51F-9A50-8642-9963-CDB942DD12D9.root,34,uproot_edm_partial_jets,0,1,,,2,2,2,543.9620513916016,341.8763427734375,202.08570861816406,1.6255335807800293,42.872135162353516,,,,,,,0,1861,1.0,1,1,1,,2.0,543.9620513916016,1,1.0986122886681098,0,0,-0.30980026450517295,-0.44052683933849,-0.12611755264482935,-0.4667455669850577,-0.18173396415065496,partial_jet_level_real_miniaod,2,0,141,876,91,3,27263985,26,25,87.40602111816406,6.335335731506348,3.9041924263129575,2.0592785076240068,0.4590656584964053,1
35,0438B51F-9A50-8642-9963-CDB942DD12D9.root,35,uproot_edm_partial_jets,0,1,,,2,2,2,327.00885009765625,230.64849853515625,96.3603515625,0.3948085606098175,33.108089447021484,,,,,,,0,1703,1.0,1,1,1,,2.0,327.00885009765625,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5480853801281804,-0.15691027335808835,-0.574304107774748,-0.22361339778348938,partial_jet_level_real_miniaod,2,0,179,718,83,3,24969714,21,17,55.22850036621094,9.617719650268555,3.6896291730044823,-1.5348896204874958,-0.3421660119016048,1
36,0438B51F-9A50-8642-9963-CDB942DD12D9.root,36,uproot_edm_partial_jets,0,1,,,3,3,2,237.2627658843994,142.0855255126953,64.90567779541016,-1.6830030679702759,44.9953031539917,,,,,,,0,1773,1.0,1,1,1,,3.0,237.2627658843994,1,1.3862943611198906,0,0,0.35268570320841036,0.9222195184845929,0.2640203916910543,0.8960007908380253,0.348870534867511,partial_jet_level_real_miniaod,4,0,174,742,93,4,26175883,30,28,111.25536346435547,6.009592533111572,3.98397150474073,3.822029558496848,0.8520277901062034,1
37,0438B51F-9A50-8642-9963-CDB942DD12D9.root,37,uproot_edm_partial_jets,0,1,,,2,2,2,186.25477981567383,126.0112075805664,60.24357223510742,-1.6769535541534424,36.97513675689697,,,,,,,0,1734,1.0,1,1,1,,2.0,186.25477981567383,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6178667998972651,-0.17688785723146566,-0.6440855275438329,-0.25078377697019233,partial_jet_level_real_miniaod,2,0,158,736,101,3,25500664,23,22,82.29976654052734,8.57056999206543,3.814189645079383,0.24897809293354545,0.05550356193227639,1
38,0438B51F-9A50-8642-9963-CDB942DD12D9.root,38,uproot_edm_partial_jets,0,1,,,5,5,2,708.244270324707,341.2054748535156,256.4980773925781,1.068436861038208,116.27405118942261,,,,,,,0,1640,1.0,1,1,1,,5.0,708.244270324707,1,1.791759469228055,0,0,1.677657638635577,3.681955780365255,1.0540997971053199,3.6557370527186874,1.4234127402098493,partial_jet_level_real_miniaod,2,0,158,667,80,3,24135739,23,20,163.53341674804688,6.916799545288086,3.8155121050473024,1.7202771009058166,0.38349360574582675,1
39,0438B51F-9A50-8642-9963-CDB942DD12D9.root,39,uproot_edm_partial_jets,0,1,,,2,2,2,230.65010833740234,165.31166076660156,65.33844757080078,-1.6598784923553467,40.57347011566162,,,,,,,0,1615,1.0,1,1,1,,2.0,230.65010833740234,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5958569990499094,-0.17058671512344595,-0.622075726696477,-0.24221395083559408,partial_jet_level_real_miniaod,2,1,167,638,71,0,23591714,28,24,62.64909362792969,8.947246551513672,3.764682417529437,-1.6938168940934857,-0.3775949513291091,1
40,0438B51F-9A50-8642-9963-CDB942DD12D9.root,40,uproot_edm_partial_jets,0,1,,,2,2,1,190.27843856811523,140.68475341796875,49.593685150146484,-1.6770858764648438,30.76863193511963,,,,,,,0,1670,1.0,1,1,1,,2.0,190.27843856811523,1,1.0986122886681098,0,0,-0.30980026450517295,-1.352008467070431,-0.38706381494952047,-0.6420907246947987,-0.2500070723690202,partial_jet_level_real_miniaod,4,1,141,685,95,2,24430590,26,24,95.72399139404297,6.387147426605225,3.822098297900159,-0.8265270851932196,-0.18425395070389483,1
41,0438B51F-9A50-8642-9963-CDB942DD12D9.root,41,uproot_edm_partial_jets,0,1,,,2,2,1,173.34399795532227,132.56382751464844,40.78017044067383,-1.6734954118728638,34.938313484191895,,,,,,,0,1649,1.0,1,1,1,,2.0,173.34399795532227,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3604040275440186,-0.38946736325908654,-0.6504862851683859,-0.2532760021544431,partial_jet_level_real_miniaod,1,0,135,680,86,1,24229152,31,28,21.906694412231445,6.842169761657715,3.881357591117261,-0.30374919018320723,-0.06771343530899751,1
42,0438B51F-9A50-8642-9963-CDB942DD12D9.root,42,uproot_edm_partial_jets,0,1,,,2,2,1,111.19044494628906,74.86121368408203,36.32923126220703,1.302019715309143,17.237353324890137,,,,,,,0,1749,1.0,1,1,1,,2.0,111.19044494628906,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3912177948757516,-0.39828897542119895,-0.6813000525001189,-0.26527377671025604,partial_jet_level_real_miniaod,2,1,142,795,64,2,25534876,24,23,75.33192443847656,5.106833457946777,3.8174925215819124,-0.7796027609132136,-0.17379332299115563,1
43,0438B51F-9A50-8642-9963-CDB942DD12D9.root,43,uproot_edm_partial_jets,0,1,,,3,3,1,167.77437591552734,99.82085418701172,87.78608703613281,-2.5490896701812744,24.119585037231445,,,,,,,0,1919,1.0,1,1,1,,3.0,167.77437591552734,1,1.3862943611198906,0,0,0.35268570320841036,0.15163290077017055,0.04341068157001957,0.8615506431458031,0.33545688437239335,partial_jet_level_real_miniaod,1,1,194,875,84,7,28368045,29,25,98.10921478271484,7.956474304199219,4.01078177745141,4.790932070021282,1.068020851668811,1
44,0438B51F-9A50-8642-9963-CDB942DD12D9.root,44,uproot_edm_partial_jets,0,1,,,2,2,2,195.28981018066406,144.7118682861328,50.57794189453125,-1.6675091981887817,38.81118392944336,,,,,,,0,2033,1.0,1,1,1,,2.0,195.28981018066406,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6133875173780263,-0.17560549234813766,-0.639606245024594,-0.24903970519671992,partial_jet_level_real_miniaod,1,0,224,950,81,0,30111394,30,29,126.10601806640625,7.311213493347168,3.9575698203841165,2.080637220676207,0.46382705994630297,1
45,0438B51F-9A50-8642-9963-CDB942DD12D9.root,45,uproot_edm_partial_jets,0,1,,,2,2,1,160.5082244873047,122.9153060913086,37.592918395996094,-1.74515700340271,23.78167152404785,,,,,,,0,1822,1.0,1,1,1,,2.0,160.5082244873047,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3667675983781564,-0.3912891772963167,-0.6568498560025238,-0.25575374813778823,partial_jet_level_real_miniaod,1,0,167,801,94,8,26740662,25,25,156.36270141601562,8.242782592773438,3.9930498440705193,4.172993499637075,0.9302665966355481,1
46,0438B51F-9A50-8642-9963-CDB942DD12D9.root,46,uproot_edm_partial_jets,0,1,,,2,2,2,208.2803726196289,152.281005859375,55.999366760253906,-1.6741069555282593,40.33601665496826,,,,,,,0,1503,1.0,1,1,1,,2.0,208.2803726196289,1,1.0986122886681098,0,0,-0.30980026450517295,-0.606947207063917,-0.1737617087178181,-0.6331659347104848,-0.2465320796153914,partial_jet_level_real_miniaod,1,0,146,539,88,0,21755396,23,18,45.612327575683594,9.462740898132324,3.5843519247600018,-4.404965604761971,-0.9819790905006118,1
