event_id,source_file,source_entry,extraction_mode,full_boundary_features_available,jet_only_features_available,MET_pt,MET_phi,N_jets,N_jets_30,N_jets_50,HT,leading_jet_pt,subleading_jet_pt,leading_jet_eta,jet_mass_sum_30,N_leptons,N_muons,N_electrons,N_btags_loose,N_btags_medium,N_btags_tight,N_b_hadron_flavour_proxy,N_PF_candidates,event_weight,missing_MET,missing_leptons,missing_btags,MET_fraction,N_objects,Visible_HT,Nb_missing,S_event_proxy,high_MET,high_multiplicity,R_reconstruction,B_event_jetonly,B_event_jetonly_z,B_event,B_event_z,B_event_status
13,0438B51F-9A50-8642-9963-CDB942DD12D9.root,13,uproot_edm_partial_jets,0,1,,,4,4,3,385.8729667663574,148.52392578125,100.96434020996094,0.44143930077552795,53.82282733917236,,,,,,,0,,1.0,1,1,1,,4.0,385.8729667663574,1,1.6094379124341003,0,0,1.0151716709219938,3.055622902979181,0.8747882033882554,2.293267705310413,0.892916099100478,partial_jet_level_real_miniaod
14,0438B51F-9A50-8642-9963-CDB942DD12D9.root,14,uproot_edm_partial_jets,0,1,,,4,4,4,465.5025520324707,256.9427795410156,99.39105987548828,0.5698608160018921,63.4145565032959,,,,,,,0,,1.0,1,1,1,,4.0,465.5025520324707,1,1.6094379124341003,0,0,1.0151716709219938,3.831237204827919,1.0968372792002505,2.3327455371369505,0.9082873492662867,partial_jet_level_real_miniaod
15,0438B51F-9A50-8642-9963-CDB942DD12D9.root,15,uproot_edm_partial_jets,0,1,,,2,2,2,331.2696533203125,215.1643829345703,116.10527038574219,-1.6058027744293213,43.65564250946045,,,,,,,0,,1.0,1,1,1,,2.0,331.2696533203125,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5459730085453338,-0.1563055266990536,-0.5721917361919016,-0.22279091613896165,partial_jet_level_real_miniaod
16,0438B51F-9A50-8642-9963-CDB942DD12D9.root,16,uproot_edm_partial_jets,0,1,,,1,1,1,174.48928833007812,174.48928833007812,14.299603462219238,1.2907025814056396,9.779938697814941,,,,,,,0,,1.0,1,1,1,,1.0,174.48928833007812,1,0.6931471805599453,0,0,-0.9722862322187562,-3.223588777551556,-0.9228748195425078,-2.5136710351759235,-0.9787332416331795,partial_jet_level_real_miniaod
17,0438B51F-9A50-8642-9963-CDB942DD12D9.root,17,uproot_edm_partial_jets,0,1,,,2,2,2,217.4619598388672,152.78001403808594,64.68194580078125,-1.6682475805282593,40.96195888519287,,,,,,,0,,1.0,1,1,1,,2.0,217.4619598388672,1,1.0986122886681098,0,0,-0.30980026450517295,-0.602395266288005,-0.17245854264670132,-0.6286139939345727,-0.24475971732574167,partial_jet_level_real_miniaod
18,0438B51F-9A50-8642-9963-CDB942DD12D9.root,18,uproot_edm_partial_jets,0,1,,,2,2,2,242.3685302734375,156.85479736328125,85.51373291015625,-1.696524739265442,46.68250751495361,,,,,,,0,,1.0,1,1,1,,2.0,242.3685302734375,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5900473757934628,-0.16892348963645457,-0.6162661034400305,-0.23995189214816864,partial_jet_level_real_miniaod
19,0438B51F-9A50-8642-9963-CDB942DD12D9.root,19,uproot_edm_partial_jets,0,1,,,2,2,1,222.3432731628418,187.74339294433594,34.59988021850586,-1.7348202466964722,62.93585157394409,,,,,,,0,,1.0,1,1,1,,2.0,222.3432731628418,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3361117354292198,-0.38251277126588984,-0.6261939930535871,-0.24381745587869577,partial_jet_level_real_miniaod
20,0438B51F-9A50-8642-9963-CDB942DD12D9.root,20,uproot_edm_partial_jets,0,1,,,8,8,4,931.0103454589844,294.9486999511719,170.36367797851562,1.2853869199752808,98.15194368362427,,,,,,,0,,1.0,1,1,1,,8.0,931.0103454589844,1,2.1972245773362196,0,1,4.665115541776327,8.453393584551751,2.4201052358764223,6.9549019168607815,2.7079890737785313,partial_jet_level_real_miniaod
21,0438B51F-9A50-8642-9963-CDB942DD12D9.root,21,uproot_edm_partial_jets,0,1,,,3,3,3,490.19711685180664,268.3352355957031,164.38372802734375,-1.9036922454833984,59.43177127838135,,,,,,,0,,1.0,1,1,1,,3.0,490.19711685180664,1,1.3862943611198906,0,0,0.35268570320841036,1.783752846185708,0.5106670545249917,1.0213976485169398,0.3976955685689114,partial_jet_level_real_miniaod
22,0438B51F-9A50-8642-9963-CDB942DD12D9.root,22,uproot_edm_partial_jets,0,1,,,2,2,1,161.64677047729492,120.55375671386719,41.093013763427734,-1.6777230501174927,29.58440923690796,,,,,,,0,,1.0,1,1,1,,2.0,161.64677047729492,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3662031432579973,-0.39112758056264385,-0.6562854008823646,-0.2555339695821304,partial_jet_level_real_miniaod
23,0438B51F-9A50-8642-9963-CDB942DD12D9.root,23,uproot_edm_partial_jets,0,1,,,6,6,4,580.248420715332,219.5905303955078,181.9915008544922,1.9903640747070312,66.68032002449036,,,,,,,0,,1.0,1,1,1,,6.0,580.248420715332,1,1.9459101490553132,0,1,3.3401436063491605,6.209958749199336,1.7778367389610694,4.711467081508367,1.8344761048694567,partial_jet_level_real_miniaod
24,0438B51F-9A50-8642-9963-CDB942DD12D9.root,24,uproot_edm_partial_jets,0,1,,,2,2,2,205.0653533935547,139.25526428222656,65.81008911132812,-1.6557284593582153,38.01785659790039,,,,,,,0,,1.0,1,1,1,,2.0,205.0653533935547,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6085411119913617,-0.17421802458928629,-0.6347598396379295,-0.24715268896111028,partial_jet_level_real_miniaod
25,0438B51F-9A50-8642-9963-CDB942DD12D9.root,25,uproot_edm_partial_jets,0,1,,,2,2,1,271.73561096191406,232.2377471923828,39.49786376953125,-2.0565037727355957,38.40925979614258,,,,,,,0,,1.0,1,1,1,,2.0,271.73561096191406,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3116245753035585,-0.3755023908974476,-0.6017068329279258,-0.23428303499672784,partial_jet_level_real_miniaod
26,0438B51F-9A50-8642-9963-CDB942DD12D9.root,26,uproot_edm_partial_jets,0,1,,,2,2,2,487.750244140625,320.2268981933594,167.52334594726562,2.182074785232544,62.74449920654297,,,,,,,0,,1.0,1,1,1,,2.0,487.750244140625,1,1.0986122886681098,0,0,-0.30980026450517295,-0.46839487690146053,-0.13409583769037559,-0.4946136045480282,-0.1925847773080944,partial_jet_level_real_miniaod
27,0438B51F-9A50-8642-9963-CDB942DD12D9.root,27,uproot_edm_partial_jets,0,1,,,2,2,2,178.02355575561523,127.13772583007812,50.88582992553711,-1.6886305809020996,35.4676399230957,,,,,,,0,,1.0,1,1,1,,2.0,178.02355575561523,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6219475806533572,-0.1780561358376257,-0.6481663082999249,-0.25237268646626915,partial_jet_level_real_miniaod
28,0438B51F-9A50-8642-9963-CDB942DD12D9.root,28,uproot_edm_partial_jets,0,1,,,2,2,2,250.18608856201172,160.8760528564453,89.3100357055664,-1.672143816947937,48.686506271362305,,,,,,,0,,1.0,1,1,1,,2.0,250.18608856201172,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5861716774537173,-0.1678139236673701,-0.6123904051002851,-0.2384428343810349,partial_jet_level_real_miniaod
29,0438B51F-9A50-8642-9963-CDB942DD12D9.root,29,uproot_edm_partial_jets,0,1,,,3,3,1,236.99559783935547,167.42393493652344,39.23247146606445,0.18117637932300568,19.49881410598755,,,,,,,0,,1.0,1,1,1,,3.0,236.99559783935547,1,1.3862943611198906,0,0,0.35268570320841036,0.18595059498902078,0.05323542599148134,0.8958683373646533,0.34881896224104364,partial_jet_level_real_miniaod
30,0438B51F-9A50-8642-9963-CDB942DD12D9.root,30,uproot_edm_partial_jets,0,1,,,3,3,3,481.30943298339844,171.30764770507812,156.60809326171875,-0.07289160043001175,47.54160404205322,,,,,,,0,,1.0,1,1,1,,3.0,481.30943298339844,1,1.3862943611198906,0,0,0.35268570320841036,1.779346613402856,0.509405602905401,1.0169914157340878,0.3959799397397598,partial_jet_level_real_miniaod
31,0438B51F-9A50-8642-9963-CDB942DD12D9.root,31,uproot_edm_partial_jets,0,1,,,2,2,2,311.2455711364746,248.12205505371094,63.12351608276367,0.8093418478965759,24.73263645172119,,,,,,,0,,1.0,1,1,1,,2.0,311.2455711364746,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5559003156673354,-0.15914759571001438,-0.5821190433139032,-0.22665625306819304,partial_jet_level_real_miniaod
32,0438B51F-9A50-8642-9963-CDB942DD12D9.root,32,uproot_edm_partial_jets,0,1,,,2,2,1,229.11604690551758,198.9246063232422,30.19144058227539,0.9141995906829834,25.8969783782959,,,,,,,0,,1.0,1,1,1,,2.0,229.11604690551758,1,1.0986122886681098,0,0,-0.30980026450517295,-1.332754008248813,-0.3815514942297895,-0.6228362658731805,-0.2425100774819959,partial_jet_level_real_miniaod
33,0438B51F-9A50-8642-9963-CDB942DD12D9.root,33,uproot_edm_partial_jets,0,1,,,3,3,1,137.10220527648926,60.36648941040039,44.95153045654297,1.9971027374267578,29.212462425231934,,,,,,,0,,1.0,1,1,1,,3.0,137.10220527648926,1,1.3862943611198906,0,0,0.35268570320841036,0.13642660790557481,0.03905730223049249,0.8463443502812074,0.32953609994980176,partial_jet_level_real_miniaod
34,0438B51F-9A50-8642-9963-CDB942DD12D9.root,34,uproot_edm_partial_jets,0,1,,,2,2,2,543.9620513916016,341.8763427734375,202.08570861816406,1.6255335807800293,42.872135162353516,,,,,,,0,,1.0,1,1,1,,2.0,543.9620513916016,1,1.0986122886681098,0,0,-0.30980026450517295,-0.44052683933849,-0.12611755264482935,-0.4667455669850577,-0.18173396415065496,partial_jet_level_real_miniaod
35,0438B51F-9A50-8642-9963-CDB942DD12D9.root,35,uproot_edm_partial_jets,0,1,,,2,2,2,327.00885009765625,230.64849853515625,96.3603515625,0.3948085606098175,33.108089447021484,,,,,,,0,,1.0,1,1,1,,2.0,327.00885009765625,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5480853801281804,-0.15691027335808835,-0.574304107774748,-0.22361339778348938,partial_jet_level_real_miniaod
36,0438B51F-9A50-8642-9963-CDB942DD12D9.root,36,uproot_edm_partial_jets,0,1,,,3,3,2,237.2627658843994,142.0855255126953,64.90567779541016,-1.6830030679702759,44.9953031539917,,,,,,,0,,1.0,1,1,1,,3.0,237.2627658843994,1,1.3862943611198906,0,0,0.35268570320841036,0.9222195184845929,0.2640203916910543,0.8960007908380253,0.348870534867511,partial_jet_level_real_miniaod
37,0438B51F-9A50-8642-9963-CDB942DD12D9.root,37,uproot_edm_partial_jets,0,1,,,2,2,2,186.25477981567383,126.0112075805664,60.24357223510742,-1.6769535541534424,36.97513675689697,,,,,,,0,,1.0,1,1,1,,2.0,186.25477981567383,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6178667998972651,-0.17688785723146566,-0.6440855275438329,-0.25078377697019233,partial_jet_level_real_miniaod
38,0438B51F-9A50-8642-9963-CDB942DD12D9.root,38,uproot_edm_partial_jets,0,1,,,5,5,2,708.244270324707,341.2054748535156,256.4980773925781,1.068436861038208,116.27405118942261,,,,,,,0,,1.0,1,1,1,,5.0,708.244270324707,1,1.791759469228055,0,0,1.677657638635577,3.681955780365255,1.0540997971053199,3.6557370527186874,1.4234127402098493,partial_jet_level_real_miniaod
39,0438B51F-9A50-8642-9963-CDB942DD12D9.root,39,uproot_edm_partial_jets,0,1,,,2,2,2,230.65010833740234,165.31166076660156,65.33844757080078,-1.6598784923553467,40.57347011566162,,,,,,,0,,1.0,1,1,1,,2.0,230.65010833740234,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5958569990499094,-0.17058671512344595,-0.622075726696477,-0.24221395083559408,partial_jet_level_real_miniaod
40,0438B51F-9A50-8642-9963-CDB942DD12D9.root,40,uproot_edm_partial_jets,0,1,,,2,2,1,190.27843856811523,140.68475341796875,49.593685150146484,-1.6770858764648438,30.76863193511963,,,,,,,0,,1.0,1,1,1,,2.0,190.27843856811523,1,1.0986122886681098,0,0,-0.30980026450517295,-1.352008467070431,-0.38706381494952047,-0.6420907246947987,-0.2500070723690202,partial_jet_level_real_miniaod
41,0438B51F-9A50-8642-9963-CDB942DD12D9.root,41,uproot_edm_partial_jets,0,1,,,2,2,1,173.34399795532227,132.56382751464844,40.78017044067383,-1.6734954118728638,34.938313484191895,,,,,,,0,,1.0,1,1,1,,2.0,173.34399795532227,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3604040275440186,-0.38946736325908654,-0.6504862851683859,-0.2532760021544431,partial_jet_level_real_miniaod
42,0438B51F-9A50-8642-9963-CDB942DD12D9.root,42,uproot_edm_partial_jets,0,1,,,2,2,1,111.19044494628906,74.86121368408203,36.32923126220703,1.302019715309143,17.237353324890137,,,,,,,0,,1.0,1,1,1,,2.0,111.19044494628906,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3912177948757516,-0.39828897542119895,-0.6813000525001189,-0.26527377671025604,partial_jet_level_real_miniaod
43,0438B51F-9A50-8642-9963-CDB942DD12D9.root,43,uproot_edm_partial_jets,0,1,,,3,3,1,167.77437591552734,99.82085418701172,87.78608703613281,-2.5490896701812744,24.119585037231445,,,,,,,0,,1.0,1,1,1,,3.0,167.77437591552734,1,1.3862943611198906,0,0,0.35268570320841036,0.15163290077017055,0.04341068157001957,0.8615506431458031,0.33545688437239335,partial_jet_level_real_miniaod
44,0438B51F-9A50-8642-9963-CDB942DD12D9.root,44,uproot_edm_partial_jets,0,1,,,2,2,2,195.28981018066406,144.7118682861328,50.57794189453125,-1.6675091981887817,38.81118392944336,,,,,,,0,,1.0,1,1,1,,2.0,195.28981018066406,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6133875173780263,-0.17560549234813766,-0.639606245024594,-0.24903970519671992,partial_jet_level_real_miniaod
45,0438B51F-9A50-8642-9963-CDB942DD12D9.root,45,uproot_edm_partial_jets,0,1,,,2,2,1,160.5082244873047,122.9153060913086,37.592918395996094,-1.74515700340271,23.78167152404785,,,,,,,0,,1.0,1,1,1,,2.0,160.5082244873047,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3667675983781564,-0.3912891772963167,-0.6568498560025238,-0.25575374813778823,partial_jet_level_real_miniaod
46,0438B51F-9A50-8642-9963-CDB942DD12D9.root,46,uproot_edm_partial_jets,0,1,,,2,2,2,208.2803726196289,152.281005859375,55.999366760253906,-1.6741069555282593,40.33601665496826,,,,,,,0,,1.0,1,1,1,,2.0,208.2803726196289,1,1.0986122886681098,0,0,-0.30980026450517295,-0.606947207063917,-0.1737617087178181,-0.6331659347104848,-0.2465320796153914,partial_jet_level_real_miniaod
47,0438B51F-9A50-8642-9963-CDB942DD12D9.root,47,uproot_edm_partial_jets,0,1,,,3,3,3,264.6207847595215,131.708984375,126.09819793701172,2.0887691974639893,42.47096633911133,,,,,,,0,,1.0,1,1,1,,3.0,264.6207847595215,1,1.3862943611198906,0,0,0.35268570320841036,1.671919229664586,0.47865043088352727,0.909564031995818,0.3541515739532361,partial_jet_level_real_miniaod
48,0438B51F-9A50-8642-9963-CDB942DD12D9.root,48,uproot_edm_partial_jets,0,1,,,3,3,2,180.69564056396484,78.70421600341797,70.87388610839844,0.10988965630531311,25.873685359954834,,,,,,,0,,1.0,1,1,1,,3.0,180.69564056396484,1,1.3862943611198906,0,0,0.35268570320841036,0.8941753254519673,0.2559916754464663,0.8679565978053997,0.33795113309547786,partial_jet_level_real_miniaod
49,0438B51F-9A50-8642-9963-CDB942DD12D9.root,49,uproot_edm_partial_jets,0,1,,,3,3,2,190.43636894226074,92.19739532470703,67.32994079589844,0.24882414937019348,31.468437671661377,,,,,,,0,,1.0,1,1,1,,3.0,190.43636894226074,1,1.3862943611198906,0,0,0.35268570320841036,0.8990044707438993,0.2573742018471263,0.8727857430973317,0.3398314288699643,partial_jet_level_real_miniaod
50,0438B51F-9A50-8642-9963-CDB942DD12D9.root,50,uproot_edm_partial_jets,0,1,,,0,0,0,0.0,28.88467025756836,20.040019989013672,3.493722438812256,0.0,,,,,,,0,,1.0,1,1,1,,0.0,0.0,1,0.0,0,0,-1.6347721999323395,-6.762296274281466,-1.935964350440686,-5.316242061883633,-2.0699537663128917,partial_jet_level_real_miniaod
51,0438B51F-9A50-8642-9963-CDB942DD12D9.root,51,uproot_edm_partial_jets,0,1,,,2,2,1,180.69634246826172,144.91876220703125,35.77758026123047,0.05447440221905708,19.312787532806396,,,,,,,0,,1.0,1,1,1,,2.0,180.69634246826172,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3567589674919966,-0.3884238262666646,-0.646841225116364,-0.2518567466549209,partial_jet_level_real_miniaod
52,0438B51F-9A50-8642-9963-CDB942DD12D9.root,52,uproot_edm_partial_jets,0,1,,,2,2,2,474.5540771484375,298.7193298339844,175.83474731445312,0.494031697511673,41.35158157348633,,,,,,,0,,1.0,1,1,1,,2.0,474.5540771484375,1,1.0986122886681098,0,0,-0.30980026450517295,-0.47493711945529915,-0.1359688032988683,-0.5011558471018669,-0.1951320916434489,partial_jet_level_real_miniaod
53,0438B51F-9A50-8642-9963-CDB942DD12D9.root,53,uproot_edm_partial_jets,0,1,,,4,4,3,298.6101264953613,106.36698150634766,90.25086212158203,-0.4788580536842346,52.75831127166748,,,,,,,0,,1.0,1,1,1,,4.0,298.6101264953613,1,1.6094379124341003,0,0,1.0151716709219938,3.012360744556381,0.8624027661000087,2.2500055468876132,0.8760713680435235,partial_jet_level_real_miniaod
54,0438B51F-9A50-8642-9963-CDB942DD12D9.root,54,uproot_edm_partial_jets,0,1,,,2,2,1,161.64374923706055,118.08113861083984,43.5626106262207,-1.8045673370361328,23.724106788635254,,,,,,,0,,1.0,1,1,1,,2.0,161.64374923706055,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3662046410934245,-0.39112800937496917,-0.656286898717792,-0.25553455278546244,partial_jet_level_real_miniaod
55,0438B51F-9A50-8642-9963-CDB942DD12D9.root,55,uproot_edm_partial_jets,0,1,,,2,2,2,203.11785888671875,151.21119689941406,51.90666198730469,0.502498984336853,27.478047370910645,,,,,,,0,,1.0,1,1,1,,2.0,203.11785888671875,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6095066182208246,-0.17449443744736787,-0.6357253458673924,-0.24752862241801674,partial_jet_level_real_miniaod
56,0438B51F-9A50-8642-9963-CDB942DD12D9.root,56,uproot_edm_partial_jets,0,1,,,2,2,2,429.49449157714844,285.4549560546875,144.03953552246094,0.5920632481575012,36.64466667175293,,,,,,,0,,1.0,1,1,1,,2.0,429.49449157714844,1,1.0986122886681098,0,0,-0.30980026450517295,-0.49727623795518966,-0.14236422510263322,-0.5234949656017573,-0.20383014224699392,partial_jet_level_real_miniaod
57,0438B51F-9A50-8642-9963-CDB942DD12D9.root,57,uproot_edm_partial_jets,0,1,,,2,2,1,167.6793670654297,123.74291229248047,43.93645477294922,-1.6733083724975586,31.765151977539062,,,,,,,0,,1.0,1,1,1,,2.0,167.6793670654297,1,1.0986122886681098,0,0,-0.30980026450517295,-1.3632123725188574,-0.3902713587562529,-0.6532946301432248,-0.25436947084719747,partial_jet_level_real_miniaod
58,0438B51F-9A50-8642-9963-CDB942DD12D9.root,58,uproot_edm_partial_jets,0,1,,,3,3,1,215.08995819091797,144.05458068847656,38.260047912597656,1.6155589818954468,33.26763868331909,,,,,,,0,,1.0,1,1,1,,3.0,215.08995819091797,1,1.3862943611198906,0,0,0.35268570320841036,0.17509047113927662,0.05012630273486842,0.8850082135149091,0.34459041997307976,partial_jet_level_real_miniaod
59,0438B51F-9A50-8642-9963-CDB942DD12D9.root,59,uproot_edm_partial_jets,0,1,,,2,2,2,266.33948516845703,193.1663818359375,73.17310333251953,-1.7626373767852783,62.34036636352539,,,,,,,0,,1.0,1,1,1,,2.0,266.33948516845703,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5781633339150001,-0.16552123092392979,-0.6043820615615678,-0.23532467296608572,partial_jet_level_real_miniaod
60,0438B51F-9A50-8642-9963-CDB942DD12D9.root,60,uproot_edm_partial_jets,0,1,,,5,5,4,471.7544689178467,190.78265380859375,110.58403015136719,0.5806303024291992,67.41907262802124,,,,,,,0,,1.0,1,1,1,,5.0,471.7544689178467,1,1.791759469228055,0,0,1.677657638635577,5.036984550702742,1.4420282886699096,3.5384928830117732,1.377762070462681,partial_jet_level_real_miniaod
61,0438B51F-9A50-8642-9963-CDB942DD12D9.root,61,uproot_edm_partial_jets,0,1,,,2,2,2,199.94712829589844,128.78823852539062,71.15888977050781,-1.6456063985824585,41.672553062438965,,,,,,,0,,1.0,1,1,1,,2.0,199.94712829589844,1,1.0986122886681098,0,0,-0.30980026450517295,-0.6110785662425724,-0.1749444673199754,-0.6372972938891401,-0.24814068253307325,partial_jet_level_real_miniaod
62,0438B51F-9A50-8642-9963-CDB942DD12D9.root,62,uproot_edm_partial_jets,0,1,,,2,2,2,251.37189483642578,177.02357482910156,74.34832000732422,0.1796916127204895,34.190091133117676,,,,,,,0,,1.0,1,1,1,,2.0,251.37189483642578,1,1.0986122886681098,0,0,-0.30980026450517295,-0.5855837921781162,-0.16764561916109738,-0.6118025198246839,-0.2382139329641646,partial_jet_level_real_miniaod
63,0438B51F-9A50-8642-9963-CDB942DD12D9.root,63,uproot_edm_partial_jets,0,1,,,4,4,3,378.4397506713867,147.72975158691406,103.53501892089844,1.2971230745315552,59.307706356048584,,,,,,,0,,1.0,1,1,1,,4.0,378.4397506713867,1,1.6094379124341003,0,0,1.0151716709219938,3.051937749352587,0.8737331880861137,2.289582551683819,0.8914812326026746,partial_jet_level_real_miniaod
