run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,HLT_PFMET120_PFMHT120_IDTight,HLT_PFMETNoMu120_PFMHTNoMu_IDTight,HLT_PFHT800,HLT_PFHT900,HLT_IsoMu20,HLT_IsoMu24,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,generator_weight,generator_weight_status,MET_fraction,N_objects,S_event_proxy,high_MET,high_multiplicity,B_event,B_event_z
280330,41,80183873,61.6224,-0.466725,59.5803,2.57971,0.0870023,2.0421,10,5,4,684.813,764.564,241.94099999999997,181.43400000000003,1,3,4,89.11399999999999,3,1,0,0.859615,34,2249,8,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.08244511833397242,9,2.3978952727983707,0,0,6.8717646227001365,1.5405985178778032
280330,41,80208070,30.0706,1.5113,69.8838,0.526529,1.0,-39.8132,11,1,1,69.8838,201.803,69.8838,18.4669,0,0,0,0.0,2,0,0,0.789187,34,2398,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.29786319367952263,1,0.6931471805599453,0,0,-7.184779727290966,-1.7277776809819019
280330,41,79188119,122.54799999999999,1.7516200000000002,90.7595,1.22725,0.107543,31.7882,9,3,2,843.934,926.306,459.876,344.31699999999995,0,1,1,333.644,1,0,0,0.583622,18,1513,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.12666695607773582,4,1.6094379124341003,0,0,1.461689867743053,0.2826677546056283
280330,41,78614420,44.0965,-2.51947,60.2605,-1.7456,0.208013,-16.164,11,4,3,289.69599999999997,398.86800000000005,103.2,74.8929,0,0,0,0.0,4,2,0,0.9440559999999999,21,1678,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.1317129266635304,4,1.9459101490553132,0,0,1.3748751193716848,0.2624819073431641
280330,41,78537816,51.0979,0.11083900000000001,31.6998,1.74023,0.05992909999999999,19.3981,12,7,3,528.955,609.3290000000001,184.59400000000002,109.93299999999999,1,0,1,23.545,5,2,1,0.9935069999999999,27,2141,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.087940185824733,8,2.3978952727983707,0,1,6.365118677008079,1.4227950585837885
280330,41,78432977,5.1513,-2.6678599999999997,5.90315,-0.851865,0.0222273,-0.751854,10,4,2,265.58099999999996,346.865,91.4838,84.5141,0,0,0,0.0,2,0,0,0.836443,27,2032,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.018957260509700175,4,1.6094379124341003,0,0,-5.018621188959524,-1.2241104329470964
280330,41,78836758,42.7194,-0.722676,49.433,2.8264400000000003,0.06041669999999999,-6.71362,19,5,3,818.201,1009.9,388.042,273.403,0,1,1,24.1817,2,1,1,0.9689639999999999,24,1905,4,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0.049563045497008774,6,2.0794415416798357,0,0,2.5843336478309133,0.5437007737658015
280330,41,79790610,29.7784,0.8048649999999999,48.8946,-0.6376,0.08933669999999999,-19.1162,10,6,5,547.307,622.69,161.627,159.248,2,1,3,90.3302,2,2,0,0.8993540000000001,23,1828,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.051512112224249215,9,2.4849066497880004,0,1,8.299036677291108,1.872462587479353
280330,41,80297491,10.7505,-1.86694,42.0314,-2.26384,0.0470787,-31.2809,5,3,2,892.791,926.863,460.18,402.582,0,0,0,0.0,1,0,0,0.5606270000000001,20,1440,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0.011885026834036912,3,1.3862943611198906,0,0,-3.8677377480103865,-0.9565112312939319
280330,41,79498007,26.5325,-1.95165,48.5515,2.7612,0.105433,-22.019000000000002,12,6,3,460.49800000000005,558.009,161.305,100.35600000000001,0,2,2,97.8808,2,0,0,0.590558,19,1522,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0543664791442338,8,2.1972245773362196,0,1,2.0420631671085516,0.41761402809005516
