analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_ee_med_f,4.0,0.9,0.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_ee_med_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_a,5.0,2.5,1.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_b,5.0,2.1,1.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_c,0.0,6.9,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_d,9.0,12.1,2.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_e,23.0,14.6,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_f,3.0,10.0,2.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_g,5.0,11.1,2.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_high_h,20.0,20.1,2.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_high_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_a,9.0,18.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_b,7.0,9.2,2.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_c,7.0,6.0,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_d,12.0,11.0,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_e,17.0,14.8,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_f,18.0,16.47,3.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_g,16.0,14.6,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_low_h,44.0,33.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_low_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_a,16.0,13.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_b,8.0,5.5,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_c,6.0,6.3,3.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_d,41.0,23.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_e,59.0,40.0,8.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_ewk_2l_mm_med_f,21.0,15.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_ewk_2l_mm_med_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_a,3.0,4.0,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_b,3.0,3.6,1.3,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_c,9.0,7.8,2.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_d,13.0,13.6,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_e,9.0,7.9,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_f,6.0,7.8,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_g,8.0,6.8,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_high_h,6.0,6.1,1.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_high_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_a,8.0,4.0,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_b,5.0,5.3,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_c,15.0,9.1,2.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_d,19.0,21.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_e,30.0,27.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_f,24.0,17.8,3.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_g,32.0,23.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_ee_low_h,11.0,19.2,2.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_ee_low_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_a,10.0,11.6,3.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_b,3.0,6.9,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_c,11.0,7.1,1.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_d,12.0,15.4,2.5,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_e,9.0,12.5,2.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_f,11.0,11.3,1.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_g,10.0,12.4,2.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_high_h,8.0,6.8,1.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_high_h/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_a,3.0,7.0,1.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_a/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_a/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_b,6.0,4.4,1.2,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_b/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_b/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_c,15.0,11.8,2.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_c/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_c/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_d,23.0,25.9,3.4,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_d/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_d/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_e,37.0,36.0,5.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_e/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_e/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_f,44.0,35.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_f/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_f/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_g,41.0,34.0,4.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_g/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_g/dataInfo.txt
ATLAS-SUSY-2018-16-eff,ATLAS,13,139.0,SR_slep_2l_mm_low_h,28.0,24.8,2.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_h/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-eff/SR_slep_2l_mm_low_h/dataInfo.txt
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13,139.0,SR_ewk_1l1T,80.0,67.0,8.9,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_1l1T/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_1l1T/dataInfo.txt
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13,139.0,SR_ewk_2l_high,134.0,137.0,8.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_high/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_high/dataInfo.txt
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13,139.0,SR_ewk_2l_low,199.0,198.3,11.8,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_low/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_low/dataInfo.txt
ATLAS-SUSY-2018-16-hino-eff,ATLAS,13,139.0,SR_ewk_2l_med,170.0,112.4,12.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_med/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-16-hino-eff/SR_ewk_2l_med/dataInfo.txt
ATLAS-SUSY-2018-19-eff,ATLAS,13,136.0,SR_EW,3.0,3.0,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-19-eff/SR_EW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-19-eff/SR_EW/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGd1,34.0,30.0,5.0,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd1/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGd2,68.0,52.0,6.0,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd2/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGd3,227.0,223.0,17.0,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd3/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGd4,291.0,298.0,23.0,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGd4/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGo1,6.0,5.5,1.5,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo1/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGo2,25.0,18.0,2.4,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo2/dataInfo.txt
ATLAS-SUSY-2018-22-eff,ATLAS,13,139.0,BDT_GGo3,80.0,85.0,9.0,,,,,,disappearing_track,13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-22-eff/BDT_GGo3/dataInfo.txt
