primary_dataset,run,lumi,event,MET_pt,MET_phi,MHT_pt,MHT_phi,MHT_over_HT,MET_minus_MHT,N_jets_all,N_jets_30,N_jets_50,HT,jet_pt_sum,leading_jet_pt,subleading_jet_pt,N_muons,N_electrons,N_leptons,lepton_pt_sum,N_btags_loose,N_btags_medium,N_btags_tight,max_btag_discriminator,N_primary_vertices,packed_candidate_count,secondary_vertex_count,btag_discriminator_status,vertex_status,packed_candidate_status,secondary_vertex_status,HLT_MET_paths_any,HLT_HT_paths_any,HLT_Mu_paths_any,HLT_Ele_paths_any,HLT_PFMET120_PFMHT120_IDTight,HLT_PFMETNoMu120_PFMHTNoMu_IDTight,HLT_PFHT800,HLT_PFHT900,HLT_IsoMu20,HLT_IsoMu24,pass_HBHENoiseFilter,pass_HBHENoiseIsoFilter,pass_goodVertices,pass_EcalDeadCellTriggerPrimitiveFilter,pass_BadPFMuonFilter,pass_globalSuperTightHalo2016Filter,trigger_filter_extraction_status,generator_weight,generator_weight_status,HLT_PFMET110_PFMHT110_IDTight,HLT_PFMET170_HBHECleaned,HLT_PFMET170_NotCleaned,HLT_IsoTkMu24,HLT_Mu50,leading_muon_pt
SingleMuon,279588,959,1672136180,26.0077,-2.78347,47.9392,-2.16599,1.0,-21.9314,2,1,0,47.9392,61.2167,47.9392,13.2775,1,0,1,41.7318,0,0,0,0.0939592,19,1166,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,41.7318
SingleMuon,279588,959,1671795188,83.1432,1.27428,43.0033,1.45333,1.0,40.1399,4,1,0,43.0033,80.2888,43.0033,14.6304,1,0,1,37.4631,0,0,0,0.529171,29,1619,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,37.4631
SingleMuon,279588,959,1670867832,35.6503,0.803841,18.6465,1.18621,0.158164,17.0038,4,2,2,117.893,146.687,60.2193,57.6741,1,0,1,44.2962,0,0,0,0.270478,20,1556,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,44.2962
SingleMuon,279588,959,1671556722,43.9022,-1.43033,31.5096,-0.692022,1.0,12.3926,5,1,0,31.5096,85.3125,31.5096,18.7799,1,0,1,24.4277,0,0,0,0.3053,14,1237,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,24.4277
SingleMuon,279588,959,1670724978,31.441,-2.7912,21.4903,-2.35594,0.252645,9.95069,6,2,0,85.0616,137.341,49.778,35.2835,1,0,1,43.0825,0,0,0,0.525949,19,1769,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,43.0825
SingleMuon,279588,959,1672432821,14.4805,-0.591527,6.14013,0.823096,0.0670464,8.34034,3,2,0,91.5803,111.524,48.6257,42.9546,1,0,1,24.7767,1,1,1,0.976291,11,1086,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,24.7767
SingleMuon,279588,959,1671077490,26.2494,-0.0303469,32.2517,-0.650078,1.0,-6.00232,3,1,0,32.2517,56.3927,32.2517,12.8876,1,0,1,23.5674,0,0,0,0.20827,22,1641,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.5674
SingleMuon,279588,959,1671011825,29.3246,2.43555,6.84543,2.88436,0.036054,22.4792,6,2,2,189.866,239.971,98.3176,91.5482,1,0,1,26.9353,0,0,0,0.219032,18,1692,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,26.9353
SingleMuon,279588,959,1671484725,20.7646,1.52641,62.5243,2.47555,0.428261,-41.7597,5,2,2,145.996,191.782,76.0669,69.9291,1,0,1,47.212,3,2,0,0.918933,21,1433,3,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,47.212
SingleMuon,279588,959,1671277942,43.9435,-0.969597,16.1194,-2.41449,0.178837,27.8241,4,2,1,90.1345,115.764,53.1125,37.022,1,0,1,23.4462,1,1,1,0.966827,11,1311,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.4462
SingleMuon,279588,959,1672245046,36.4343,1.26649,85.8437,-1.04395,1.0,-49.4093,7,1,1,85.8437,179.668,85.8437,27.8457,1,0,1,61.6426,3,0,0,0.806517,21,1667,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,61.6426
SingleMuon,279588,959,1672439153,19.358,-3.01337,57.616,-1.29715,1.0,-38.258,6,1,1,57.616,124.446,57.616,16.5002,2,0,2,49.2164,0,0,0,0.474132,18,1678,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,36.6822
SingleMuon,279588,959,1671286583,55.9289,0.34044,0.0,0.0,0.0,55.9289,0,0,0,0.0,0.0,0.0,0.0,1,0,1,37.938,0,0,0,-999.0,20,1526,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,37.938
SingleMuon,279588,959,1670919096,25.9004,1.5355,30.6451,1.12279,1.0,-4.7446,3,1,0,30.6451,55.9557,30.6451,13.559,1,0,1,23.5789,0,0,0,0.419529,17,1395,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.5789
SingleMuon,279588,959,1671372981,33.1156,0.445113,22.1996,1.30514,0.340931,10.916,5,2,0,65.1145,106.532,33.0343,32.0802,2,1,3,51.1143,2,1,1,0.993056,16,1424,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,24.2626
SingleMuon,279588,959,1672235255,42.7122,-2.40328,21.0203,1.99193,0.0851959,21.6919,9,3,2,246.729,332.661,114.062,92.4676,1,0,1,57.8905,1,1,0,0.850406,15,1743,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,57.8905
SingleMuon,279588,959,1670718072,12.7134,-1.71594,0.0,0.0,0.0,12.7134,3,0,0,0.0,66.9535,25.8541,25.6976,1,0,1,17.9655,0,0,0,0.35856,20,1369,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,17.9655
SingleMuon,279588,959,1670706547,18.9679,2.81993,7.51949,3.02184,0.0811035,11.4484,4,2,0,92.7148,115.271,47.4361,45.2787,1,0,1,23.2922,2,0,0,0.668282,25,1445,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.2922
SingleMuon,279588,959,1672283062,6.61844,2.65028,0.0,0.0,0.0,6.61844,3,0,0,0.0,36.7074,14.8004,11.1108,0,0,0,0.0,0,0,0,0.532047,23,1587,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0
SingleMuon,279588,959,1671375282,61.1494,0.0524368,40.2326,0.198875,1.0,20.9168,4,1,0,40.2326,72.0714,40.2326,11.0461,1,0,1,34.4684,0,0,0,0.486306,16,1312,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,34.4684
SingleMuon,279588,959,1670969777,27.8387,0.00464637,33.6879,-1.11258,1.0,-5.84914,7,1,0,33.6879,127.164,33.6879,23.6628,1,0,1,20.4271,0,0,0,0.527903,12,1475,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,20.4271
SingleMuon,279588,959,1671406963,35.8583,0.965531,11.1042,2.82115,0.0290234,24.7541,7,5,5,382.595,408.651,130.015,81.575,1,0,1,67.746,1,1,1,0.982737,20,1578,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,67.746
SingleMuon,279588,959,1670757238,25.5902,2.4724,33.2886,0.855199,1.0,-7.69837,4,1,0,33.2886,72.4596,33.2886,15.0499,1,0,1,23.7731,2,0,0,0.697364,18,1527,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.7731
SingleMuon,279588,959,1672235830,59.9295,1.74682,36.1038,2.21948,1.0,23.8257,4,1,0,36.1038,90.4007,36.1038,21.5014,1,0,1,24.2095,0,0,0,0.5353,20,1551,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,24.2095
SingleMuon,279588,959,1671554419,23.6972,0.928841,28.6766,1.29841,0.166821,-4.97939,6,2,2,171.9,233.73,97.2479,74.6524,1,0,1,52.7994,2,2,1,0.975045,21,1565,4,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,52.7994
SingleMuon,279588,959,1671228984,33.8434,0.60362,46.7024,0.652078,1.0,-12.859,6,1,0,46.7024,111.447,46.7024,14.7313,1,0,1,27.7878,1,0,0,0.784739,21,1647,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,27.7878
SingleMuon,279588,959,1671657523,34.3622,-1.72319,28.7052,3.04168,0.0905716,5.65701,9,3,3,316.933,411.87,119.674,109.448,2,0,2,91.9484,0,0,0,0.52637,20,1654,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,53.443
SingleMuon,279588,959,1672058995,48.8107,-0.569654,54.0019,-1.58937,1.0,-5.19124,6,1,1,54.0019,115.133,54.0019,16.1866,2,0,2,88.4694,1,0,0,0.543319,19,1677,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,46.6737
SingleMuon,279588,959,1671770417,49.9498,2.54521,54.2048,3.08966,1.0,-4.25504,9,1,1,54.2048,163.443,54.2048,20.3115,1,0,1,44.0823,1,0,0,0.7303,24,1884,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,44.0823
SingleMuon,279588,959,1672379252,51.1417,-1.08492,46.2675,-0.535035,1.0,4.87418,4,1,0,46.2675,87.7188,46.2675,17.4223,1,0,1,34.2147,0,0,0,0.524394,24,1525,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,34.2147
SingleMuon,279588,959,1671260662,42.5981,-0.119018,47.9006,-0.462914,1.0,-5.30255,3,1,0,47.9006,72.0573,47.9006,12.3376,1,0,1,41.6113,0,0,0,0.339781,22,1514,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,41.6113
SingleMuon,279588,959,1672498488,61.0855,2.48035,38.3854,-2.97988,1.0,22.7,2,1,0,38.3854,50.4326,38.3854,12.0471,1,0,1,27.3645,0,0,0,0.164644,21,1420,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,27.3645
SingleMuon,279588,959,1672331446,19.9674,0.386427,56.8733,-1.02403,1.0,-36.9059,1,1,1,56.8733,56.8733,56.8733,0.0,1,0,1,26.1995,1,0,0,0.717185,16,1325,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,26.1995
SingleMuon,279588,959,1672365427,35.9935,1.06131,41.2303,-1.56224,1.0,-5.23676,8,1,0,41.2303,150.87,41.2303,23.2858,1,0,1,15.4341,0,0,0,0.541017,21,1665,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,15.4341
SingleMuon,279588,959,1671037169,63.5744,2.29358,42.9851,2.08607,1.0,20.5892,3,1,0,42.9851,80.2498,42.9851,19.2612,1,0,1,41.5268,1,0,0,0.552635,30,2145,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,41.5268
SingleMuon,279588,959,1672286513,71.7262,-3.05133,0.0,0.0,0.0,71.7262,2,0,0,0.0,45.9131,28.8875,17.0256,2,0,2,53.2622,0,0,0,0.38866,14,1361,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,27.8401
SingleMuon,279588,959,1670916789,32.1099,-2.92723,29.5387,1.05328,0.104477,2.57124,4,2,2,282.728,309.458,148.157,134.571,2,0,2,59.9492,2,2,1,0.989931,16,1712,6,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,34.5694
SingleMuon,279588,959,1672148277,37.2403,-2.34203,36.5438,-1.97353,1.0,0.69648,2,1,0,36.5438,47.0352,36.5438,10.4914,1,0,1,28.2305,0,0,0,-10.0,22,1678,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,28.2305
SingleMuon,279588,959,1671400632,8.251,2.40174,62.4627,0.167266,0.50804,-54.2117,4,2,1,122.948,152.968,86.4161,36.5323,1,0,1,58.4941,1,0,0,0.682683,12,1053,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,58.4941
SingleMuon,279588,959,1671450737,24.6187,2.98637,228.976,-0.829614,1.0,-204.358,4,1,1,228.976,266.754,228.976,13.8628,2,0,2,76.694,0,0,0,0.407374,19,1606,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,44.8773
SingleMuon,279588,959,1671954183,51.17,0.377718,42.8295,0.243933,1.0,8.34059,1,1,0,42.8295,42.8295,42.8295,0.0,1,0,1,33.572,0,0,0,0.157359,21,1233,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,33.572
SingleMuon,279588,959,1671101683,83.9985,1.09904,30.0749,-0.146503,1.0,53.9236,3,1,0,30.0749,63.2078,30.0749,20.1952,1,0,1,22.9772,0,0,0,0.275945,17,1617,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,22.9772
SingleMuon,279588,959,1672004851,72.2383,2.4667,80.7164,2.84177,0.979749,-8.47815,4,2,0,82.3848,104.602,44.2011,38.1837,1,0,1,34.5232,0,0,0,0.52638,23,1448,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,34.5232
SingleMuon,279588,959,1671750836,26.0465,-0.748088,69.5497,0.276582,1.0,-43.5032,5,1,1,69.5497,131.466,69.5497,21.1452,1,1,2,67.5167,0,0,0,0.472449,17,1535,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,57.2261
SingleMuon,279588,959,1671683445,35.3898,-0.3377,55.5473,2.40099,0.605014,-20.1575,3,2,0,91.8115,115.769,46.94,44.8715,1,0,1,37.9745,0,0,0,0.528212,18,1365,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,37.9745
SingleMuon,279588,959,1671348211,14.1502,0.295841,21.4267,2.20481,0.286624,-7.27655,5,2,0,74.7555,107.169,42.329,32.4266,1,0,1,28.6501,1,0,0,0.821956,16,1465,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,28.6501
SingleMuon,279588,959,1670868418,38.4531,1.22353,46.8406,0.313209,1.0,-8.38752,3,1,0,46.8406,72.4322,46.8406,13.8528,1,0,1,33.2653,0,0,0,0.210931,12,1208,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,33.2653
SingleMuon,279588,959,1672068802,63.0585,1.82059,51.5411,0.752617,1.0,11.5175,3,1,1,51.5411,96.4547,51.5411,27.2692,1,0,1,41.3967,0,0,0,0.526714,15,1365,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,41.3967
SingleMuon,279588,959,1672007734,55.861,-3.08264,38.9078,2.86988,1.0,16.9532,8,1,0,38.9078,130.808,38.9078,20.5869,3,0,3,36.4459,1,1,0,0.928569,25,1887,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,12.966
SingleMuon,279588,959,1671034883,55.891,-0.0870086,45.2829,-0.691092,1.0,10.6081,3,1,0,45.2829,70.6564,45.2829,14.3727,1,0,1,40.3988,0,0,0,0.526441,16,1054,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,40.3988
SingleMuon,279588,959,1671972611,17.3767,1.22406,40.4322,2.09166,1.0,-23.0555,2,1,0,40.4322,52.8277,40.4322,12.3954,1,0,1,24.1911,0,0,0,0.245166,14,1095,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,24.1911
SingleMuon,279588,959,1671857409,19.2231,-2.87452,21.3129,-2.92057,0.306187,-2.08982,3,2,0,69.6075,93.6996,37.6539,31.9536,1,0,1,31.5391,0,0,0,0.336701,11,1184,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,31.5391
SingleMuon,279588,959,1672304390,18.3162,-0.433004,36.6826,1.91873,1.0,-18.3664,2,1,0,36.6826,47.8469,36.6826,11.1643,1,0,1,25.8056,0,0,0,0.212317,11,1000,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,25.8056
SingleMuon,279588,959,1671161029,6.56635,0.155121,4.5738,0.552672,0.0500479,1.99255,4,2,0,91.3884,122.52,46.0319,45.3565,2,1,3,94.764,0,0,0,0.537293,17,1261,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,39.4245
SingleMuon,279588,959,1671798657,45.1617,-1.05934,91.7365,-1.45943,0.254501,-46.5748,5,2,2,360.457,411.819,225.754,134.703,1,0,1,38.1989,2,1,1,0.98882,21,1547,5,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,38.1989
SingleMuon,279588,959,1671822855,44.8505,-0.70513,42.9163,1.27555,1.0,1.93419,1,1,0,42.9163,42.9163,42.9163,0.0,1,0,1,34.6362,0,0,0,0.0809518,18,1570,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,34.6362
SingleMuon,279588,959,1671333826,41.4348,0.251379,38.2014,0.69601,0.0762377,3.23345,8,5,5,501.082,566.33,149.388,111.628,1,2,3,81.534,1,0,0,0.811278,17,1664,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,51.7758
SingleMuon,279588,959,1671907527,13.0773,1.18181,52.704,0.832714,1.0,-39.6266,5,1,1,52.704,125.445,52.704,19.5756,1,0,1,40.2962,1,0,0,0.824505,18,1387,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,40.2962
SingleMuon,279588,959,1671807875,58.5799,0.409382,40.7375,0.0114788,1.0,17.8424,3,1,0,40.7375,72.8779,40.7375,16.3003,1,0,1,27.0966,1,1,0,0.907111,15,1366,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,27.0966
SingleMuon,279588,959,1671819394,9.78473,2.56461,34.669,2.91078,1.0,-24.8843,2,1,0,34.669,50.4563,34.669,15.7873,1,0,1,270.896,0,0,0,0.526263,22,1799,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,270.896
SingleMuon,279588,959,1671182340,36.6389,-0.00128608,69.4866,-0.272928,0.201413,-32.8477,7,3,3,344.996,397.554,160.155,97.1542,1,0,1,54.1468,1,0,0,0.725176,19,1783,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,1.0,54.1468
SingleMuon,279588,959,1672219137,23.464,2.452,2.50608,0.26003,0.0233435,20.9579,2,2,2,107.357,107.357,54.8477,52.5089,2,0,2,92.8583,0,0,0,0.117692,23,1689,4,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,48.0558
SingleMuon,279588,959,1672233539,33.5381,-0.880164,90.0097,-1.29603,0.963333,-56.4716,6,2,1,93.4357,157.342,50.2459,43.1898,1,1,2,37.5823,1,1,0,0.866088,24,1694,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,27.1039
SingleMuon,279588,959,1670698499,1.17176,1.15574,43.5176,-2.27839,1.0,-42.3458,5,1,0,43.5176,101.691,43.5176,20.4689,2,0,2,100.496,0,0,0,0.526865,19,1614,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,61.449
SingleMuon,279588,959,1671090753,57.6163,-2.51182,38.1083,-1.14061,1.0,19.508,3,1,0,38.1083,63.1514,38.1083,13.3778,1,0,1,28.5668,0,0,0,0.276955,16,1373,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,28.5668
SingleMuon,279588,959,1671177156,24.6268,-0.181555,42.0633,-2.26746,1.0,-17.4365,5,1,0,42.0633,106.621,42.0633,25.3133,1,0,1,28.5893,0,0,0,0.528622,16,1464,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,28.5893
SingleMuon,279588,959,1670874756,43.1931,2.87662,14.926,0.175453,0.0776063,28.2671,8,3,2,192.33,251.637,75.1464,74.9761,1,0,1,20.1384,2,0,0,0.783365,21,1455,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,20.1384
SingleMuon,279588,959,1671928835,61.925,-0.0273589,33.0452,-0.748042,1.0,28.8797,2,1,0,33.0452,62.6211,33.0452,29.5759,1,0,1,23.1424,0,0,0,0.346989,16,1436,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,23.1424
SingleMuon,279588,959,1671472641,23.6629,-0.301674,30.8228,-2.91904,1.0,-7.15988,3,1,0,30.8228,67.579,30.8228,25.3937,1,0,1,22.6803,0,0,0,0.537665,11,921,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,22.6803
SingleMuon,279588,959,1671655815,50.0712,1.32499,46.2095,2.11299,1.0,3.86169,6,1,0,46.2095,112.621,46.2095,17.6829,1,0,1,34.27,0,0,0,0.529468,24,1618,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,34.27
SingleMuon,279588,959,1671222085,28.3632,2.98717,7.83535,-2.23246,0.0440484,20.5279,4,2,2,177.88,204.291,92.8577,85.0228,2,0,2,74.5211,1,0,0,0.543473,18,1476,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,48.1264
SingleMuon,279588,959,1671619522,26.1382,-2.4718,0.0,0.0,0.0,26.1382,4,0,0,0.0,96.8986,29.1257,28.0252,1,0,1,15.0223,0,0,0,0.527715,11,1246,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,15.0223
SingleMuon,279588,959,1671678852,41.0511,1.30444,56.0399,2.36143,1.0,-14.9888,5,1,1,56.0399,123.554,56.0399,25.0302,1,0,1,37.217,0,0,0,0.529768,18,1890,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,37.217
SingleMuon,279588,959,1671102277,42.7501,2.62732,6.53955,1.55343,0.039362,36.2105,5,2,2,166.139,201.631,86.0884,80.0503,1,0,1,68.349,0,0,0,0.531269,28,1879,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,68.349
SingleMuon,279588,959,1672320519,31.425,-1.48195,0.0,0.0,0.0,31.425,3,0,0,0.0,69.1575,28.8934,26.979,1,0,1,22.491,1,0,0,0.671102,15,1193,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,22.491
SingleMuon,279588,959,1672419586,15.013,-2.05488,38.0616,-0.15149,1.0,-23.0486,2,1,0,38.0616,48.5692,38.0616,10.5076,1,0,1,32.5607,0,0,0,0.530072,18,1279,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,32.5607
SingleMuon,279588,959,1672373511,13.3702,0.528291,40.7953,3.11206,1.0,-27.4251,2,1,0,40.7953,52.133,40.7953,11.3377,1,0,1,25.9736,1,0,0,0.555698,17,1566,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,25.9736
SingleMuon,279588,959,1672097032,37.8235,1.78164,52.333,2.11735,1.0,-14.5095,1,1,1,52.333,52.333,52.333,0.0,1,0,1,38.3189,0,0,0,-10.0,21,1340,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,38.3189
