analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category,source_path,source_url,source_comment,MET_extracted,HT_or_meff_extracted,N_jets_extracted,N_btags_extracted,N_leptons_extracted,MT2_low,MT2_high,MET_threshold,HT_meff_threshold,Njets_threshold,Nb_threshold,is_compressed,is_disappearing_track,is_long_lived,is_displaced,is_high_MET_label,is_high_multiplicity_label,category_enriched,MET_enriched,HT_or_meff_enriched,N_jets_enriched,N_leptons_enriched,N_btags_enriched,Delta_N,Z,z_MET,z_HT_or_meff,z_N_jets,z_N_leptons,z_N_btags,category_bonus,B_access,B_access_z
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF140,9.0,5.1,0.9,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF140/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF140/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,3.9000000000000004,4.333333333333334,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF160,3.0,3.7,0.6,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF160/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF160/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.7000000000000002,-1.166666666666667,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF180,4.0,4.4,0.7,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF180/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF180/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.40000000000000036,-0.571428571428572,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSF220,5.0,5.0,1.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF220/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSF220/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSFW,5.0,4.0,1.0,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFW/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-08-eff,ATLAS,13,139.0,SRSFt,5.0,5.0,1.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFt/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-08-eff/SRSFt/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_1,280.0,275.9,12.2,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,0.0,4.100000000000023,0.3360655737704937,0.0,0.0,-0.40520708046367415,0.0,-1.271875540638696,0,-1.67708262110237,-1.2266445279736662
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_2,84.0,77.6,5.0,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,0.0,6.400000000000006,1.2800000000000011,0.0,0.0,-0.40520708046367415,0.0,-1.271875540638696,0,-1.67708262110237,-1.2266445279736662
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j0b_3,22.0,14.8,1.8,,,2.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j0b_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,0.0,7.199999999999999,3.9999999999999996,0.0,0.0,-0.40520708046367415,0.0,-1.271875540638696,0,-1.67708262110237,-1.2266445279736662
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_1,154.0,146.9,9.4,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,1.0,7.099999999999994,0.7553191489361696,0.0,0.0,-0.40520708046367415,0.0,-0.40756232793947156,0,-0.8127694084031457,-0.6656445172602398
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_2,106.0,114.5,8.2,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,1.0,-8.5,-1.0365853658536586,0.0,0.0,-0.40520708046367415,0.0,-0.40756232793947156,0,-0.8127694084031457,-0.6656445172602398
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,2j1b_3,21.0,19.0,3.2,,,2.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/2j1b_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,2.0,,1.0,2.0,0.625,0.0,0.0,-0.40520708046367415,0.0,-0.40756232793947156,0,-0.8127694084031457,-0.6656445172602398
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_1,104.0,96.6,9.0,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,7.400000000000006,0.8222222222222229,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_2,32.0,21.6,2.5,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,10.399999999999999,4.159999999999999,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0bhighx_3,11.0,9.4,2.4,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0bhighx_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,1.5999999999999996,0.6666666666666665,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_1,393.0,391.9,14.9,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,1.1000000000000227,0.07382550335570623,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_2,57.0,58.4,3.5,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,-1.3999999999999986,-0.3999999999999996,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j0blowx_3,10.0,10.3,1.2,,,4.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j0blowx_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,0.0,-0.3000000000000007,-0.2500000000000006,0.0,0.0,-0.31275410458699815,0.0,-1.271875540638696,0,-1.584629645225694,-1.1666360499182087
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_1,121.0,121.2,8.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,-0.20000000000000284,-0.025000000000000355,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_2,26.0,25.3,3.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,0.6999999999999993,0.2333333333333331,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1bhighx_3,8.0,8.0,1.6,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1bhighx_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,0.0,0.0,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_1,695.0,690.0,21.9,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,5.0,0.22831050228310504,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_2,79.0,88.6,6.0,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,-9.599999999999994,-1.599999999999999,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,4j1blowx_3,11.0,13.5,1.7,,,4.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/4j1blowx_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,4.0,,1.0,-2.5,-1.4705882352941178,0.0,0.0,-0.31275410458699815,0.0,-0.40756232793947156,0,-0.7203164325264697,-0.6056360392047822
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_1,19.0,23.9,3.0,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,0.0,-4.899999999999999,-1.6333333333333329,0.0,0.0,-0.22030112871032215,0.0,-1.271875540638696,0,-1.4921766693490182,-1.1066275718627514
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_2,16.0,17.2,1.5,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,0.0,-1.1999999999999993,-0.7999999999999995,0.0,0.0,-0.22030112871032215,0.0,-1.271875540638696,0,-1.4921766693490182,-1.1066275718627514
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_3,3.0,3.6,0.5,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,0.0,-0.6000000000000001,-1.2000000000000002,0.0,0.0,-0.22030112871032215,0.0,-1.271875540638696,0,-1.4921766693490182,-1.1066275718627514
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j0b_4,2.0,2.1,0.6,,,6.0,,0.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j0b_4/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,0.0,-0.10000000000000009,-0.16666666666666682,0.0,0.0,-0.22030112871032215,0.0,-1.271875540638696,0,-1.4921766693490182,-1.1066275718627514
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_1,117.0,110.8,6.5,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,1.0,6.200000000000003,0.9538461538461542,0.0,0.0,-0.22030112871032215,0.0,-0.40756232793947156,0,-0.6278634566497937,-0.5456275611493246
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_2,68.0,69.2,4.9,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,1.0,-1.2000000000000028,-0.24489795918367402,0.0,0.0,-0.22030112871032215,0.0,-0.40756232793947156,0,-0.6278634566497937,-0.5456275611493246
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_3,7.0,12.9,1.6,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,1.0,-5.9,-3.6875,0.0,0.0,-0.22030112871032215,0.0,-0.40756232793947156,0,-0.6278634566497937,-0.5456275611493246
ATLAS-SUSY-2018-10-eff,ATLAS,13,139.0,6j1b_4,2.0,2.4,0.8,,,6.0,,1.0,,13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-10-eff/6j1b_4/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,6.0,,1.0,-0.3999999999999999,-0.4999999999999999,0.0,0.0,-0.22030112871032215,0.0,-0.40756232793947156,0,-0.6278634566497937,-0.5456275611493246
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRAT0,11.0,17.3,1.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRAT0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRAT0/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-6.300000000000001,-3.705882352941177,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRATT,4.0,3.2,0.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATT/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.7999999999999998,1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRATW,8.0,5.6,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRATW/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,2.4000000000000004,3.4285714285714293,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBT0,292.0,276.0,24.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBT0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBT0/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,16.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBTT,67.0,46.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTT/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRBTW,84.0,81.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTW/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRBTW/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,3.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC1,53.0,46.0,12.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,7.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC2,57.0,52.0,9.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,5.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC3,38.0,32.0,7.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC3/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC3/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,6.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC4,9.0,11.8,3.1,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC4/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC4/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.8000000000000007,-0.9032258064516131,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRC5,4.0,2.5,0.7,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC5/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRC5/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,1.5,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD0,5.0,6.9,1.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD0/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD0/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-1.9000000000000004,-1.4615384615384617,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD1,4.0,3.1,1.0,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD1/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD1/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.8999999999999999,0.8999999999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-12-eff,ATLAS,13,139.0,SRD2,10.0,12.2,1.5,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD2/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-12-eff/SRD2/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-2.1999999999999993,-1.4666666666666661,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-13-eff,ATLAS,13,139.0,SR_HighPT,1.0,0.46,0.3,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_HighPT/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_HighPT/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0.54,1.8000000000000003,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-13-eff,ATLAS,13,139.0,SR_Trackless,0.0,0.83,0.53,,,,,,,13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_Trackless/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-13-eff/SR_Trackless/dataInfo.txt,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,-0.83,-1.5660377358490565,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
ATLAS-SUSY-2018-14-eff,ATLAS,13,139.0,SRee,0.0,0.46,0.1,,,,2.0,,,13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRee/dataInfo.txt,https://raw.githubusercontent.com/SModelS/smodels-database-release/main/13TeV/ATLAS/ATLAS-SUSY-2018-14-eff/SRee/dataInfo.txt,,,,,,2.0,,,,,,,0,0,0,0,0,0,,,,,2.0,,-0.46,-4.6,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.13810005754088728
